a_id,q_id,predict_label_SFRN,next_high_class,predict_label_A,truth_label,prob_incorrect_SFRN,prob_partial_correct_SFRN,prob_correct_SFRN,prob_incorrect_A,prob_partial_correct_A,prob_correct_A
speed.mass.1.805@test.com_Lab4_Q2,7,2,0,2,2,0.02452846,0.019288708,0.9561828,0.016241392,0.0037819983,0.97997665
speed.mass.1.886@test.com_Lab4_Q2,7,2,1,1,2,0.1470188,0.16000956,0.69297165,0.045118053,0.9104295,0.04445252
speed.mass.1.664@test.com_Lab4_Q2,7,2,0,2,2,0.02305126,0.018234666,0.95871407,0.020458875,0.0057442626,0.9737969
speed.mass.1.115@test.com_Lab4_Q2,7,2,1,1,2,0.11426052,0.11544396,0.77029556,0.04227937,0.9536163,0.004104315
speed.mass.1.337@test.com_Lab4_Q2,7,2,0,1,2,0.047930337,0.041171987,0.9108977,0.11708836,0.46174306,0.42116857
speed.mass.1.775@test.com_Lab4_Q2,7,2,0,2,2,0.024243262,0.01924009,0.9565166,0.01786692,0.004218391,0.9779147
speed.mass.1.682@test.com_Lab4_Q2,7,2,1,0,0,0.15012275,0.21504031,0.6348369,0.9763498,0.022404449,0.0012456771
speed.mass.3.586@test.com_Lab4_Q2,7,2,0,1,2,0.05323642,0.045316145,0.9014474,0.11852773,0.5537128,0.32775947
speed.mass.3.847@test.com_Lab4_Q2,7,2,0,1,2,0.045284893,0.0399979,0.9147172,0.02596016,0.96895605,0.005083805
speed.mass.3.715@test.com_Lab4_Q2,7,2,0,2,2,0.024332723,0.019723104,0.9559442,0.026862968,0.010126618,0.9630104
speed.mass.3.289@test.com_Lab4_Q2,7,2,0,1,2,0.053803742,0.04583322,0.9003631,0.030604066,0.9545102,0.014885803
speed.mass.3.106@test.com_Lab4_Q2,7,2,0,1,0,0.086477675,0.08336768,0.83015466,0.077192575,0.91945016,0.0033572465
speed.mass.3.784@test.com_Lab4_Q2,7,2,0,1,2,0.050351307,0.043468997,0.9061797,0.07053786,0.824658,0.104804166
speed.mass.3.577@test.com_Lab4_Q2,7,2,0,2,2,0.03743032,0.030585146,0.9319845,0.018162489,0.0046053245,0.97723216
speed.mass.3.202@test.com_Lab4_Q2,7,2,0,1,2,0.052443996,0.045177847,0.90237814,0.08412322,0.751675,0.16420174
speed.mass.3.502@test.com_Lab4_Q2,7,2,0,1,2,0.0461884,0.039311327,0.9145003,0.086295426,0.74404716,0.16965744
speed.mass.3.736@test.com_Lab4_Q2,7,2,0,1,2,0.11660439,0.11069388,0.77270174,0.016210973,0.98104274,0.00274629
energy.mass.5.673@test.com_Lab5_Q2,8,2,0,2,2,0.14705275,0.14703996,0.7059073,0.022278879,0.005848046,0.9718731
energy.mass.5.214@test.com_Lab5_Q2,8,2,0,2,2,0.11159789,0.107872866,0.7805292,0.018326098,0.004491015,0.9771829
mass.force.1.784@test.com_Lab5_Q2,8,0,1,0,1,0.60807824,0.25534675,0.13657509,0.9861335,0.012020961,0.0018455693
mass.force.1.169@test.com_Lab5_Q2,8,1,2,1,1,0.23722789,0.41099957,0.3517725,0.065817684,0.906499,0.027683273
mass.force.1.745@test.com_Lab5_Q2,8,2,1,2,2,0.16544615,0.1720582,0.6624957,0.027870627,0.009330806,0.9627986
mass.force.1.817@test.com_Lab5_Q2,8,0,1,1,0,0.48791105,0.26140583,0.25068304,0.0985668,0.89601225,0.005420954
mass.force.1.646@test.com_Lab5_Q2,8,2,1,2,2,0.15302674,0.15882555,0.6881477,0.017436272,0.004138726,0.978425
mass.force.1.874@test.com_Lab5_Q2,8,1,2,1,1,0.3177288,0.35092807,0.33134314,0.03562913,0.9518591,0.012511719
mass.force.1.595@test.com_Lab5_Q2,8,2,1,2,2,0.19757544,0.20648497,0.59593964,0.0642812,0.043092083,0.89262676
speed.energy.2.196@test.com_Lab5_Q2,8,2,1,2,1,0.14810906,0.14949185,0.70239913,0.01881344,0.0044243434,0.97676224
speed.energy.2.319@test.com_Lab5_Q2,8,2,1,1,1,0.17911467,0.18090892,0.63997644,0.026542481,0.9689169,0.004540693
speed.energy.2.895@test.com_Lab5_Q2,8,0,1,1,1,0.47706375,0.29012668,0.23280962,0.021518903,0.97335774,0.0051233456
speed.energy.2.208@test.com_Lab5_Q2,8,0,1,0,0,0.68343246,0.20904216,0.10752532,0.9974982,0.0020443464,0.0004574581
speed.energy.3.925@test.com_Lab5_Q2,8,2,1,2,2,0.18453692,0.19951363,0.61594945,0.017237056,0.0037172008,0.97904575
speed.energy.3.685@test.com_Lab5_Q2,8,2,1,2,1,0.172974,0.1806759,0.6463501,0.02442094,0.0059862956,0.96959275
speed.energy.3.931@test.com_Lab5_Q2,8,2,0,2,2,0.10460806,0.09968444,0.7957075,0.028480036,0.009265422,0.9622545
speed.energy.3.715@test.com_Lab5_Q2,8,0,1,0,0,0.47685364,0.27953815,0.24360816,0.95142686,0.046728972,0.0018442473
speed.energy.3.175@test.com_Lab5_Q2,8,2,1,2,2,0.182382,0.19994342,0.6176746,0.031169713,0.010019079,0.9588112
speed.energy.3.679@test.com_Lab5_Q2,8,2,0,2,1,0.32658684,0.2843624,0.38905075,0.02469278,0.008096698,0.96721053
force.speed.1.784@test.com_Lab5_Q2,8,2,1,2,2,0.19080427,0.2017306,0.60746515,0.042481523,0.013202505,0.94431597
force.speed.1.343@test.com_Lab5_Q2,8,2,1,2,2,0.20561369,0.20993485,0.5844515,0.047662683,0.016674295,0.935663
force.speed.1.619@test.com_Lab5_Q2,8,2,1,2,2,0.20530161,0.21859245,0.5761059,0.03694205,0.012146462,0.95091146
force.speed.1.133@test.com_Lab5_Q2,8,2,1,2,2,0.17607297,0.18302907,0.640898,0.05254365,0.022265188,0.9251911
force.speed.1.169@test.com_Lab5_Q2,8,2,1,2,2,0.16455397,0.17140426,0.6640418,0.047370482,0.017355228,0.9352743
force.speed.1.544@test.com_Lab5_Q2,8,0,2,1,0,0.3876829,0.29956254,0.31275454,0.037965342,0.95205027,0.009984502
force.speed.3.496@test.com_Lab5_Q2,8,2,1,2,2,0.16798162,0.17194507,0.66007334,0.1784349,0.39259097,0.42897412
force.speed.3.790@test.com_Lab5_Q2,8,2,1,2,2,0.15609442,0.16124217,0.68266344,0.0578245,0.041465014,0.9007105
force.speed.3.853@test.com_Lab5_Q2,8,2,0,2,2,0.18160298,0.18050398,0.637893,0.04727922,0.022863207,0.9298576
force.speed.3.835@test.com_Lab5_Q2,8,2,1,2,2,0.16677634,0.17119451,0.66202915,0.11158879,0.14878404,0.7396271
force.speed.3.601@test.com_Lab5_Q2,8,2,1,2,2,0.15443599,0.15835628,0.6872077,0.026904983,0.008231818,0.9648631
force.speed.3.979@test.com_Lab5_Q2,8,2,0,2,2,0.25383127,0.22954436,0.5166244,0.16694324,0.22792345,0.6051333
force.energy.3.121@test.com_Lab5_Q2,8,0,1,1,0,0.4973531,0.28597817,0.21666874,0.18944077,0.80604905,0.004510168
force.energy.3.244@test.com_Lab5_Q2,8,2,1,1,1,0.28101972,0.2869874,0.43199292,0.40112075,0.5899238,0.008955385
force.energy.3.466@test.com_Lab5_Q2,8,0,1,0,0,1.0,9.684956e-09,9.452392e-10,0.99908316,0.00074952387,0.00016735545
force.energy.3.316@test.com_Lab5_Q2,8,2,1,2,2,0.16022085,0.16225451,0.6775247,0.019031921,0.0047156503,0.97625244
force.energy.3.304@test.com_Lab5_Q2,8,2,0,2,2,0.2869562,0.25013724,0.4629066,0.0975354,0.045391653,0.8570729
force.energy.3.718@test.com_Lab5_Q2,8,0,1,2,2,0.46627682,0.30793804,0.22578515,0.06587975,0.03072165,0.9033986
force.energy.3.643@test.com_Lab5_Q2,8,0,1,1,2,0.45989335,0.2955567,0.24454996,0.25838244,0.48779634,0.25382122
force.energy.3.976@test.com_Lab5_Q2,8,2,1,1,2,0.20044738,0.21551406,0.58403856,0.11137325,0.8683826,0.020244097
force.energy.3.205@test.com_Lab5_Q2,8,2,1,1,1,0.28101972,0.2869874,0.43199292,0.40114334,0.58990425,0.0089523215
force.energy.3.550@test.com_Lab5_Q2,8,0,1,1,2,0.4580596,0.29522246,0.24671786,0.12709433,0.863828,0.009077717
pe.ke.2.289@test.com_Lab5_Q2,8,2,0,2,2,0.15390056,0.15352935,0.69257003,0.028463079,0.008431491,0.96310544
pe.ke.2.574@test.com_Lab5_Q2,8,2,1,2,1,0.2047447,0.2088577,0.5863976,0.11038073,0.31922844,0.5703908
pe.ke.2.274@test.com_Lab5_Q2,8,2,0,1,1,0.22890091,0.22244528,0.5486538,0.13598834,0.4994456,0.36456612
pe.ke.2.556@test.com_Lab5_Q2,8,2,0,2,1,0.1393636,0.13840963,0.72222674,0.023606166,0.006661744,0.96973205
pe.ke.2.355@test.com_Lab5_Q2,8,2,1,2,2,0.15873931,0.16142981,0.67983085,0.017205333,0.0041521383,0.9786426
pe.ke.2.553@test.com_Lab5_Q2,8,2,1,2,2,0.19938593,0.21327865,0.58733547,0.06582121,0.03214257,0.90203625
pe.ke.2.916@test.com_Lab5_Q2,8,2,0,1,2,0.14799042,0.14417525,0.7078343,0.08229925,0.77118653,0.14651422
pe.ke.3.652@test.com_Lab5_Q2,8,0,1,1,1,0.4367609,0.28540525,0.27783385,0.11977127,0.49228412,0.38794458
pe.ke.3.697@test.com_Lab5_Q2,8,2,0,2,1,0.17652862,0.17441383,0.64905757,0.021657316,0.005673959,0.9726687
